County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
Herkimer,43,2014,13340,63,NA,NA,0,0,0,0,0,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Herkimer,43,2012,13340,44,NA,NA,NA,NA,NA,NA,NA,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Jefferson,45,2010,13605,67,59,7,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
St. Lawrence,89,2007,13658,17,NA,NA,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Clinton,19,2014,12981,27,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
St. Lawrence,89,2017,13654,16,16,0,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Lewis,49,2014,13619,12,12,0,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Clinton,19,2008,12958,20,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Franklin,33,2013,12926,10,10,0,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
Franklin,33,2018,12917,14,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
St. Lawrence,89,2013,12965,6,NA,NA,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
Franklin,33,2013,12980,7,NA,NA,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
Lewis,49,2020,13343,22,22,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
St. Lawrence,89,2001,13660,6,NA,NA,NA,NA,NA,NA,NA,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Essex,31,2016,12993,8,8,0,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Essex,31,2020,12941,9,9,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Clinton,19,2005,12934,11,NA,NA,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Lewis,49,2018,13343,15,14,0,NA,NA,NA,NA,NA,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Franklin,33,2000,13655,30,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Jefferson,45,2001,13637,15,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Warren,113,2017,12804,258,251,7,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Lewis,49,2007,13473,6,NA,NA,0,0,0,0,0,"(43.6556, -75.428792)","(43.786397, -75.442617)"
Jefferson,45,2010,13607,14,14,0,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Jefferson,45,2014,13622,26,26,0,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Essex,31,2000,12883,33,NA,NA,NA,NA,NA,NA,NA,"(43.843857, -73.431459)","(44.108971, -73.777573)"
St. Lawrence,89,2000,13694,6,NA,NA,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Jefferson,45,2011,13679,21,NA,NA,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Jefferson,45,2011,13637,142,NA,NA,NA,NA,NA,NA,NA,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Clinton,19,2020,12934,12,12,0,0,0,0,0,0,"(44.829883, -73.859154)","(44.75271, -73.705648)"
Jefferson,45,2014,13661,12,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Herkimer,43,2019,13365,98,NA,NA,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Franklin,33,2002,12953,48,35,11,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Warren,113,2019,12885,55,NA,NA,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Essex,31,2007,12944,19,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
St. Lawrence,89,2011,13613,17,17,0,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
St. Lawrence,89,2018,13617,68,68,0,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Essex,31,2003,12956,10,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
St. Lawrence,89,2013,13697,20,NA,NA,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Warren,113,2013,12845,20,NA,NA,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Franklin,33,2002,12916,11,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Clinton,19,2020,12972,65,NA,NA,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Jefferson,45,2006,13656,27,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Lewis,49,2019,13619,12,12,0,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
St. Lawrence,89,2005,13613,21,NA,NA,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Clinton,19,2020,12918,43,43,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Jefferson,45,2001,13685,14,NA,NA,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Herkimer,43,2012,13350,75,NA,NA,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Clinton,19,2008,12912,18,NA,NA,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Hamilton,41,2010,12164,6,NA,NA,0,0,0,0,0,"(43.557902, -74.357613)","(43.657879, -74.502456)"
Warren,113,2008,12843,7,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Jefferson,45,2017,13603,341,NA,NA,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Clinton,19,2003,12958,20,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Clinton,19,2018,12935,6,6,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Warren,113,2005,12815,7,NA,NA,0,0,0,0,0,"(43.67155, -73.76924)","(43.555105, -73.838139)"
Clinton,19,2001,12901,249,216,32,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Essex,31,2003,12974,7,NA,NA,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Clinton,19,2009,12903,7,7,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Franklin,33,2011,13655,30,30,0,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Lewis,49,2004,13619,11,NA,NA,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Franklin,33,2013,12917,12,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
St. Lawrence,89,2001,13648,6,NA,NA,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Warren,113,2013,12853,20,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Herkimer,43,2002,13331,6,6,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Clinton,19,2000,12921,23,NA,NA,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Essex,31,2016,12974,25,NA,NA,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Clinton,19,2020,12901,377,NA,NA,0,0,0,0,0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,2004,12910,18,NA,NA,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Jefferson,45,2017,13691,38,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
St. Lawrence,89,2016,13625,14,14,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Clinton,19,2019,12981,35,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Jefferson,45,2020,13612,44,44,0,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Franklin,33,2003,12986,36,28,8,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Herkimer,43,2020,13491,26,NA,NA,NA,NA,NA,NA,NA,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Jefferson,45,2008,13650,8,NA,NA,NA,NA,NA,NA,NA,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Lewis,49,2008,13620,21,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Jefferson,45,2014,13616,29,29,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2001,12946,11,11,0,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Clinton,19,2004,12981,20,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Franklin,33,2019,12957,10,10,0,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Jefferson,45,2012,13603,426,420,6,0,0,0,0,0,"(44.04216, -75.79152)","(44.0607, -75.9928)"
Clinton,19,2020,12959,8,8,0,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Herkimer,43,2002,13324,22,NA,NA,NA,NA,NA,NA,NA,"(43.32077, -74.963299)","(43.1631, -74.8741)"
St. Lawrence,89,2003,13646,10,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Jefferson,45,2018,13612,21,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
St. Lawrence,89,2008,13667,22,22,0,0,0,0,0,0,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Warren,113,2011,12801,55,NA,NA,NA,NA,8,0.145,145,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Jefferson,45,2000,13619,34,13,21,0,0,0,0,0,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Jefferson,45,2011,13608,18,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Essex,31,2019,12912,9,9,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.108971, -73.777573)"
Lewis,49,2018,13665,6,NA,NA,0,0,0,0,0,"(44.099422, -75.476914)","(43.786397, -75.442617)"
Jefferson,45,2013,13608,17,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Herkimer,43,2006,13361,8,NA,NA,0,0,0,0,0,"(42.89477, -74.81734)","(43.1631, -74.8741)"
Franklin,33,2010,12957,9,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Essex,31,2013,12946,36,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Jefferson,45,2009,13673,34,NA,NA,0,0,0,0,0,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Clinton,19,2016,12985,9,9,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Warren,113,2014,12814,7,7,0,0,0,0,0,0,"(43.5897, -73.66848)","(43.555105, -73.838139)"
Herkimer,43,2008,13365,79,59,16,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Clinton,19,2014,12944,23,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Essex,31,2015,12913,10,10,0,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
St. Lawrence,89,2013,13625,11,NA,NA,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
St. Lawrence,89,2018,13676,86,NA,NA,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Franklin,33,2013,12966,16,16,0,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Franklin,33,2011,12914,7,6,0,NA,NA,NA,NA,NA,"(44.953343, -74.599279)","(44.594374, -74.31067)"
St. Lawrence,89,2008,13690,7,7,0,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Warren,113,2009,12846,24,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Herkimer,43,2006,13416,18,NA,NA,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
Jefferson,45,2019,13682,16,16,0,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
St. Lawrence,89,2019,13687,6,6,0,0,0,0,0,0,"(44.501899, -74.85662)","(44.488113, -75.074311)"
Jefferson,45,2017,13638,6,6,0,0,0,0,0,0,"(44.019385, -75.745627)","(44.0607, -75.9928)"
Lewis,49,2020,13433,17,NA,NA,0,0,0,0,0,"(43.588855, -75.279411)","(43.786397, -75.442617)"
Clinton,19,2015,12959,12,NA,NA,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
St. Lawrence,89,2016,13613,18,18,0,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Lewis,49,2015,13367,133,120,12,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Franklin,33,2019,12983,46,46,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
Herkimer,43,2010,13491,13,13,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Essex,31,2014,12983,14,14,0,0,0,0,0,0,"(44.31672, -74.13354)","(44.108971, -73.777573)"
Jefferson,45,2013,13605,52,NA,NA,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Herkimer,43,2007,13407,48,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Lewis,49,2009,13367,69,60,9,0,0,0,0,0,"(43.7871, -75.47691)","(43.786397, -75.442617)"
St. Lawrence,89,2010,13630,10,10,0,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Essex,31,2014,12932,8,NA,NA,0,0,0,0,0,"(44.226627, -73.624732)","(44.108971, -73.777573)"
Jefferson,45,2008,13679,17,NA,NA,NA,NA,NA,NA,NA,"(44.304223, -75.80961)","(44.0607, -75.9928)"
Jefferson,45,2011,13673,48,NA,NA,NA,NA,NA,NA,NA,"(44.157023, -75.711455)","(44.0607, -75.9928)"
Hamilton,41,2005,12190,8,8,0,0,0,0,0,0,"(43.475882, -74.270426)","(43.657879, -74.502456)"
Clinton,19,2013,12921,13,NA,NA,NA,NA,NA,NA,NA,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Lewis,49,2004,13309,8,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
St. Lawrence,89,2011,13667,25,24,0,NA,NA,NA,NA,NA,"(44.799692, -74.994368)","(44.488113, -75.074311)"
St. Lawrence,89,2001,13617,10,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Jefferson,45,2003,13612,25,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Franklin,33,2019,12920,24,NA,NA,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Clinton,19,2009,12985,12,12,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Clinton,19,2018,12981,34,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Herkimer,43,2008,13407,44,36,7,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Herkimer,43,2018,13339,8,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Clinton,19,2008,12959,9,9,0,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Jefferson,45,2008,13618,10,10,0,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
St. Lawrence,89,2004,13630,11,NA,NA,NA,NA,NA,NA,NA,"(44.483181, -75.298577)","(44.488113, -75.074311)"
St. Lawrence,89,2004,13670,8,NA,NA,0,0,0,0,0,"(44.179515, -75.082431)","(44.488113, -75.074311)"
St. Lawrence,89,2003,13694,7,7,0,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Essex,31,2015,12941,6,6,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Jefferson,45,2015,13679,11,NA,NA,0,0,0,0,0,"(44.304223, -75.80961)","(44.0607, -75.9928)"
St. Lawrence,89,2004,13660,11,NA,NA,NA,NA,NA,NA,NA,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Lewis,49,2017,13327,28,25,0,NA,NA,NA,NA,NA,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Franklin,33,2005,12914,9,NA,NA,0,0,0,0,0,"(44.953343, -74.599279)","(44.594374, -74.31067)"
Essex,31,2015,12956,10,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Jefferson,45,2020,13601,444,425,14,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Jefferson,45,2008,13622,15,NA,NA,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Essex,31,2000,12997,10,NA,NA,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Essex,31,2016,12870,16,16,0,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Herkimer,43,2017,13420,6,6,0,0,0,0,0,0,"(43.650231, -74.989248)","(43.1631, -74.8741)"
Lewis,49,2007,13327,15,NA,NA,NA,NA,NA,NA,NA,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Hamilton,41,2010,12847,6,NA,NA,0,0,0,0,0,"(43.968517, -74.418773)","(43.657879, -74.502456)"
Warren,113,2016,12860,8,8,0,0,0,0,0,0,"(43.697539, -73.757282)","(43.555105, -73.838139)"
Franklin,33,2008,12917,10,10,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
St. Lawrence,89,2004,13694,7,NA,NA,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
St. Lawrence,89,2005,13697,24,NA,NA,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Clinton,19,2013,12918,18,NA,NA,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Jefferson,45,2020,13605,39,NA,NA,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
St. Lawrence,89,2010,13676,105,NA,NA,0,0,0,0,0,"(44.65482, -74.95554)","(44.488113, -75.074311)"
Lewis,49,2006,13343,8,NA,NA,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
St. Lawrence,89,2014,13668,35,35,0,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Jefferson,45,2012,13619,145,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
St. Lawrence,89,2003,13668,24,NA,NA,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Lewis,49,2010,13619,17,NA,NA,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
St. Lawrence,89,2013,13630,12,NA,NA,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Jefferson,45,2010,13606,29,NA,NA,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Herkimer,43,2009,13491,9,NA,NA,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
St. Lawrence,89,2009,13646,14,NA,NA,NA,NA,NA,NA,NA,"(44.4501, -75.6864)","(44.488113, -75.074311)"
St. Lawrence,89,2008,13684,7,NA,NA,0,0,0,0,0,"(44.37588, -75.06918)","(44.488113, -75.074311)"
Clinton,19,2013,12981,35,35,0,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Jefferson,45,2005,13685,17,16,0,NA,NA,NA,NA,NA,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Herkimer,43,2004,13491,11,11,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
St. Lawrence,89,2013,13654,22,21,0,NA,NA,NA,NA,NA,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Jefferson,45,2001,13691,21,14,7,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Franklin,33,2010,12989,8,8,0,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Warren,113,2018,12804,239,NA,NA,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Jefferson,45,2020,13685,26,26,0,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
St. Lawrence,89,2006,13617,52,44,8,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Jefferson,45,2006,13607,6,6,0,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Herkimer,43,2018,13407,35,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Essex,31,2000,12941,12,6,6,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Herkimer,43,2002,13357,85,58,26,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Jefferson,45,2009,13636,8,NA,NA,0,0,0,0,0,"(43.74209, -76.12062)","(44.0607, -75.9928)"
Warren,113,2002,12846,19,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Herkimer,43,2020,13322,8,8,0,0,0,0,0,0,"(42.97391, -75.243398)","(43.1631, -74.8741)"
St. Lawrence,89,2014,13690,7,NA,NA,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Jefferson,45,2017,13607,11,NA,NA,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Clinton,19,2008,12918,17,17,0,0,0,0,0,0,"(44.672587, -73.664389)","(44.75271, -73.705648)"
Clinton,19,2009,12935,16,16,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Jefferson,45,2002,13616,8,8,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
St. Lawrence,89,2019,13625,18,18,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
St. Lawrence,89,2013,13648,11,11,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Franklin,33,2005,12966,26,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Jefferson,45,2018,13622,22,22,0,0,0,0,0,0,"(44.064254, -76.129074)","(44.0607, -75.9928)"
Jefferson,45,2020,13661,16,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Essex,31,2002,12956,7,NA,NA,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Jefferson,45,2005,13637,41,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Franklin,33,2015,13655,40,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Jefferson,45,2007,13637,31,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Clinton,19,2013,12912,8,8,0,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Essex,31,2016,12941,19,19,0,0,0,0,0,0,"(44.353596, -73.71053)","(44.108971, -73.777573)"
Herkimer,43,2015,13365,73,60,10,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Warren,113,2015,12885,46,NA,NA,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Herkimer,43,2008,13350,86,70,14,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
Clinton,19,2004,12912,6,NA,NA,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Lewis,49,2002,13620,12,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
Franklin,33,2016,12966,35,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Essex,31,2012,12997,13,13,0,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Lewis,49,2004,13620,13,NA,NA,0,0,0,0,0,"(43.888863, -75.459474)","(43.786397, -75.442617)"
St. Lawrence,89,2020,13648,6,6,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
Herkimer,43,2001,13339,6,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Jefferson,45,2016,13608,10,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Franklin,33,2020,12980,6,6,0,0,0,0,0,0,"(44.656564, -74.564467)","(44.594374, -74.31067)"
St. Lawrence,89,2000,13662,91,76,12,NA,NA,NA,NA,NA,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Herkimer,43,2019,13329,20,NA,NA,0,0,0,0,0,"(43.1037, -74.74098)","(43.1631, -74.8741)"
St. Lawrence,89,2014,13694,14,14,0,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Clinton,19,2005,12903,16,16,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Clinton,19,2009,12962,29,29,0,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
St. Lawrence,89,2012,13625,15,15,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Franklin,33,2019,12953,132,NA,NA,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Jefferson,45,2004,13634,38,30,7,NA,NA,NA,NA,NA,"(44.00616, -76.07107)","(44.0607, -75.9928)"
Clinton,19,2005,12901,277,260,15,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Franklin,33,2001,12957,6,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Herkimer,43,2005,13416,28,NA,NA,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
St. Lawrence,89,2020,13697,24,NA,NA,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Clinton,19,2000,12910,11,NA,NA,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
St. Lawrence,89,2012,13613,23,23,0,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Lewis,49,2015,13309,9,9,0,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Franklin,33,2010,12986,46,NA,NA,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Herkimer,43,2002,13365,68,42,20,NA,NA,6,0.088,88,"(43.08642, -74.904)","(43.1631, -74.8741)"
St. Lawrence,89,2013,13621,12,12,0,0,0,0,0,0,"(44.859073, -75.069656)","(44.488113, -75.074311)"
